<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
D&J-IND,60,20131009,100000,14776.5300000,14776.5300000,14776.5300000,14776.5300000,0
D&J-IND,60,20131009,180000,14778.1900000,14798.2500000,14757.2400000,14791.7900000,0
D&J-IND,60,20131009,190000,14791.8200000,14808.6000000,14754.4600000,14756.5500000,0
D&J-IND,60,20131009,200000,14756.2200000,14782.5200000,14721.0000000,14775.2400000,0
D&J-IND,60,20131009,210000,14775.2500000,14795.3300000,14769.4700000,14777.7000000,0
D&J-IND,60,20131009,220000,14777.6400000,14835.9100000,14776.7600000,14831.2200000,0
D&J-IND,60,20131009,230000,14831.1200000,14848.6300000,14816.2200000,14847.6600000,0
D&J-IND,60,20131010,000000,14847.5800000,14847.5800000,14793.0500000,14808.8700000,0
D&J-IND,60,20131010,010000,14808.5800000,14808.5800000,14802.9800000,14802.9800000,0
D&J-IND,60,20131010,030000,14802.9800000,14802.9800000,14802.9800000,14802.9800000,0
D&J-IND,60,20131010,100000,14802.9800000,14802.9800000,14802.9800000,14802.9800000,0
D&J-IND,60,20131010,120000,14802.9800000,14802.9800000,14802.9800000,14802.9800000,0
D&J-IND,60,20131010,180000,14806.3900000,14988.1400000,14806.3900000,14984.0300000,0
D&J-IND,60,20131010,190000,14984.0100000,15016.5100000,14978.7500000,15000.7900000,0
D&J-IND,60,20131010,200000,15000.6000000,15041.1400000,14977.9300000,15035.2900000,0
D&J-IND,60,20131010,210000,15035.2700000,15048.2900000,15030.8600000,15042.3200000,0
D&J-IND,60,20131010,220000,15042.3100000,15046.9700000,15028.0600000,15045.5800000,0
D&J-IND,60,20131010,230000,15045.6800000,15046.8000000,15023.9800000,15037.6800000,0
D&J-IND,60,20131011,000000,15037.7600000,15118.7600000,15037.7500000,15118.7600000,0
D&J-IND,60,20131011,010000,15118.9700000,15126.0700000,15118.9700000,15126.0700000,0
D&J-IND,60,20131011,030000,15126.0700000,15126.0700000,15126.0700000,15126.0700000,0
D&J-IND,60,20131011,100000,15126.0700000,15126.0700000,15126.0700000,15126.0700000,0
D&J-IND,60,20131011,180000,15126.5200000,15166.8700000,15103.9800000,15166.8700000,0
D&J-IND,60,20131011,190000,15167.0300000,15180.9600000,15124.1900000,15145.4200000,0
D&J-IND,60,20131011,200000,15145.4300000,15198.4200000,15141.7200000,15198.4200000,0
D&J-IND,60,20131011,210000,15198.5400000,15223.9900000,15197.6000000,15223.9900000,0
D&J-IND,60,20131011,220000,15224.0200000,15234.8800000,15211.7000000,15221.0600000,0
D&J-IND,60,20131011,230000,15221.0900000,15228.1900000,15207.6300000,15211.2900000,0
D&J-IND,60,20131012,000000,15211.3300000,15230.7600000,15189.3800000,15230.7600000,0
D&J-IND,60,20131012,010000,15230.9600000,15237.1700000,15230.9600000,15237.1100000,0
D&J-IND,60,20131012,030000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131012,100000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131013,030000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131013,060000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131013,100000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131014,030000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131014,100000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131014,170000,15237.1100000,15237.1100000,15237.1100000,15237.1100000,0
D&J-IND,60,20131014,180000,15231.3300000,15231.3300000,15140.2100000,15170.2000000,0
D&J-IND,60,20131014,190000,15170.1700000,15170.7700000,15153.5800000,15167.2100000,0
D&J-IND,60,20131014,200000,15167.1900000,15216.1500000,15160.3700000,15216.1500000,0
D&J-IND,60,20131014,210000,15216.2100000,15226.0500000,15204.0500000,15223.3300000,0
D&J-IND,60,20131014,220000,15223.3700000,15270.1300000,15221.1300000,15260.7600000,0
D&J-IND,60,20131014,230000,15260.7600000,15298.8500000,15256.6900000,15275.3700000,0
D&J-IND,60,20131015,000000,15275.3700000,15308.1800000,15269.4500000,15299.0900000,0
D&J-IND,60,20131015,010000,15299.3300000,15301.2800000,15299.3300000,15301.2600000,0
D&J-IND,60,20131015,030000,15301.2600000,15301.2600000,15301.2600000,15301.2600000,0
D&J-IND,60,20131015,100000,15301.2600000,15301.2600000,15301.2600000,15301.2600000,0
D&J-IND,60,20131015,180000,15300.3000000,15300.3000000,15219.5700000,15260.4300000,0
D&J-IND,60,20131015,190000,15260.5300000,15281.6100000,15237.5500000,15240.5200000,0
D&J-IND,60,20131015,200000,15240.5500000,15298.2500000,15231.7100000,15269.0300000,0
D&J-IND,60,20131015,210000,15269.0400000,15269.1300000,15247.4400000,15258.1500000,0
D&J-IND,60,20131015,220000,15258.1700000,15260.3700000,15235.7200000,15245.3800000,0
D&J-IND,60,20131015,230000,15245.4000000,15254.2600000,15165.4500000,15198.6300000,0
D&J-IND,60,20131016,000000,15198.6000000,15225.9700000,15171.5900000,15171.5900000,0
D&J-IND,60,20131016,010000,15171.2700000,15171.2700000,15166.4800000,15168.0100000,0
D&J-IND,60,20131016,030000,15168.0100000,15168.0100000,15168.0100000,15168.0100000,0
D&J-IND,60,20131016,100000,15168.0100000,15168.0100000,15168.0100000,15168.0100000,0
D&J-IND,60,20131016,170000,15168.0100000,15168.0100000,15168.0100000,15168.0100000,0
D&J-IND,60,20131016,180000,15170.7000000,15353.1800000,15170.7000000,15348.5100000,0
D&J-IND,60,20131016,190000,15348.3900000,15358.0400000,15319.8500000,15358.0400000,0
D&J-IND,60,20131016,200000,15358.2600000,15371.7600000,15342.2000000,15359.5400000,0
D&J-IND,60,20131016,210000,15359.6400000,15373.3100000,15337.3800000,15341.8900000,0
D&J-IND,60,20131016,220000,15341.9200000,15367.8200000,15337.7000000,15345.3000000,0
D&J-IND,60,20131016,230000,15345.2200000,15345.2200000,15314.0900000,15325.9300000,0
D&J-IND,60,20131017,000000,15325.9500000,15370.3800000,15319.3000000,15368.2700000,0
D&J-IND,60,20131017,010000,15368.2900000,15373.8300000,15368.1300000,15373.8300000,0
D&J-IND,60,20131017,030000,15373.8300000,15373.8300000,15373.8300000,15373.8300000,0
D&J-IND,60,20131017,100000,15373.8300000,15373.8300000,15373.8300000,15373.8300000,0
D&J-IND,60,20131017,180000,15369.4600000,15369.4600000,15233.1200000,15269.0600000,0
D&J-IND,60,20131017,190000,15269.0100000,15306.6900000,15265.8300000,15285.5300000,0
D&J-IND,60,20131017,200000,15285.4700000,15328.8600000,15285.3600000,15323.8000000,0
D&J-IND,60,20131017,210000,15323.7400000,15338.8000000,15314.4300000,15338.8000000,0
D&J-IND,60,20131017,220000,15338.8200000,15340.1500000,15316.0300000,15320.2700000,0
D&J-IND,60,20131017,230000,15320.2800000,15332.1600000,15316.2800000,15331.5100000,0
D&J-IND,60,20131018,000000,15331.5600000,15374.0200000,15323.3800000,15365.8200000,0
D&J-IND,60,20131018,010000,15365.3200000,15371.6500000,15365.0500000,15371.6500000,0
D&J-IND,60,20131018,030000,15371.6500000,15371.6500000,15371.6500000,15371.6500000,0
D&J-IND,60,20131018,100000,15371.6500000,15371.6500000,15371.6500000,15371.6500000,0
D&J-IND,60,20131018,150000,15371.6500000,15371.6500000,15371.6500000,15371.6500000,0
D&J-IND,60,20131018,180000,15371.7100000,15377.7900000,15325.8200000,15376.3500000,0
D&J-IND,60,20131018,190000,15376.3900000,15383.6500000,15328.1900000,15353.2300000,0
D&J-IND,60,20131018,200000,15353.2100000,15376.6000000,15347.4600000,15348.3800000,0
D&J-IND,60,20131018,210000,15348.3700000,15381.3500000,15343.7800000,15374.9000000,0
D&J-IND,60,20131018,220000,15374.9000000,15401.6500000,15374.9000000,15397.9000000,0
D&J-IND,60,20131018,230000,15397.9700000,15411.6400000,15384.3100000,15401.0800000,0
D&J-IND,60,20131019,000000,15401.0300000,15401.0300000,15385.4900000,15395.8800000,0
D&J-IND,60,20131019,010000,15395.9300000,15399.6500000,15395.8200000,15399.6500000,0
D&J-IND,60,20131019,030000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131019,100000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131020,030000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131020,060000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131020,100000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131021,030000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131021,050000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131021,100000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131021,160000,15399.6500000,15399.6500000,15399.6500000,15399.6500000,0
D&J-IND,60,20131021,180000,15401.3200000,15403.8700000,15369.4500000,15393.8800000,0
D&J-IND,60,20131021,190000,15393.9500000,15408.2000000,15363.8100000,15373.7800000,0
D&J-IND,60,20131021,200000,15373.8300000,15391.3500000,15369.8800000,15391.3400000,0
D&J-IND,60,20131021,210000,15391.3900000,15396.2500000,15383.5800000,15396.2500000,0
D&J-IND,60,20131021,220000,15396.2800000,15402.2400000,15387.7900000,15393.2900000,0
D&J-IND,60,20131021,230000,15393.3400000,15393.4700000,15368.7200000,15371.7400000,0
D&J-IND,60,20131022,000000,15371.7100000,15390.8500000,15370.9700000,15387.3300000,0
D&J-IND,60,20131022,010000,15387.5500000,15392.2000000,15387.5500000,15392.2000000,0
D&J-IND,60,20131022,030000,15392.2000000,15392.2000000,15392.2000000,15392.2000000,0
D&J-IND,60,20131022,100000,15392.2000000,15392.2000000,15392.2000000,15392.2000000,0
D&J-IND,60,20131022,180000,15394.2200000,15472.0700000,15394.2200000,15464.3000000,0
D&J-IND,60,20131022,190000,15464.2900000,15516.9600000,15432.0600000,15446.1600000,0
D&J-IND,60,20131022,200000,15446.2200000,15459.3600000,15437.4000000,15458.7200000,0
D&J-IND,60,20131022,210000,15458.7300000,15460.4400000,15421.6300000,15430.4100000,0
D&J-IND,60,20131022,220000,15430.4200000,15464.4600000,15430.4200000,15456.3500000,0
D&J-IND,60,20131022,230000,15456.3800000,15484.4800000,15450.2300000,15480.6400000,0
D&J-IND,60,20131023,000000,15480.5600000,15497.9800000,15459.9100000,15463.8200000,0
D&J-IND,60,20131023,010000,15463.9300000,15468.7300000,15463.9000000,15467.6600000,0
D&J-IND,60,20131023,030000,15467.6600000,15467.6600000,15467.6600000,15467.6600000,0
D&J-IND,60,20131023,100000,15467.6600000,15467.6600000,15467.6600000,15467.6600000,0
D&J-IND,60,20131023,140000,15467.6600000,15467.6600000,15467.6600000,15467.6600000,0
D&J-IND,60,20131023,180000,15465.3400000,15465.3700000,15381.5200000,15382.0200000,0
D&J-IND,60,20131023,190000,15381.9900000,15434.6800000,15369.1000000,15393.6800000,0
D&J-IND,60,20131023,200000,15393.6800000,15413.6600000,15381.7500000,15408.4800000,0
D&J-IND,60,20131023,210000,15408.4500000,15410.9800000,15373.3000000,15400.8000000,0
D&J-IND,60,20131023,220000,15400.8100000,15409.6100000,15389.8000000,15400.2000000,0
D&J-IND,60,20131023,230000,15400.0900000,15427.0100000,15393.7300000,15422.9900000,0
D&J-IND,60,20131024,000000,15423.0000000,15426.7600000,15397.5900000,15405.9600000,0
D&J-IND,60,20131024,010000,15406.2200000,15413.4100000,15406.2200000,15413.3300000,0
D&J-IND,60,20131024,030000,15413.3300000,15413.3300000,15413.3300000,15413.3300000,0
D&J-IND,60,20131024,100000,15413.3300000,15413.3300000,15413.3300000,15413.3300000,0
D&J-IND,60,20131024,150000,15413.3300000,15413.3300000,15413.3300000,15413.3300000,0
D&J-IND,60,20131024,180000,15414.8700000,15478.0300000,15414.4100000,15469.1300000,0
D&J-IND,60,20131024,190000,15469.0400000,15486.5000000,15453.9000000,15486.4900000,0
D&J-IND,60,20131024,200000,15486.6200000,15504.3300000,15483.8400000,15495.9100000,0
D&J-IND,60,20131024,210000,15495.8900000,15502.5600000,15479.5400000,15502.5600000,0
D&J-IND,60,20131024,220000,15502.6600000,15508.4600000,15491.7100000,15503.9100000,0
D&J-IND,60,20131024,230000,15503.9200000,15528.1600000,15499.3500000,15527.9100000,0
D&J-IND,60,20131025,000000,15527.9300000,15528.2600000,15499.0500000,15513.7100000,0
D&J-IND,60,20131025,010000,15513.4100000,15513.4100000,15506.9900000,15509.2100000,0
D&J-IND,60,20131025,030000,15509.2100000,15509.2100000,15509.2100000,15509.2100000,0
D&J-IND,60,20131025,100000,15509.2100000,15509.2100000,15509.2100000,15509.2100000,0
D&J-IND,60,20131025,110000,15509.2100000,15509.2100000,15509.2100000,15509.2100000,0
D&J-IND,60,20131025,180000,15523.7200000,15544.6800000,15518.6000000,15544.1100000,0
D&J-IND,60,20131025,190000,15544.1100000,15556.0700000,15514.0200000,15531.5500000,0
D&J-IND,60,20131025,200000,15531.5800000,15551.9100000,15522.4900000,15527.3200000,0
D&J-IND,60,20131025,210000,15527.3400000,15538.4500000,15517.1200000,15537.2600000,0
D&J-IND,60,20131025,220000,15537.2700000,15542.8000000,15529.1500000,15531.7100000,0
D&J-IND,60,20131025,230000,15531.7600000,15546.4200000,15530.4000000,15537.9500000,0
D&J-IND,60,20131026,000000,15537.9600000,15567.0700000,15529.7600000,15567.0700000,0
D&J-IND,60,20131026,010000,15567.2000000,15570.3800000,15567.2000000,15570.2800000,0
D&J-IND,60,20131026,030000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131026,100000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131027,030000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131027,100000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131028,030000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131028,100000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131028,150000,15570.2800000,15570.2800000,15570.2800000,15570.2800000,0
D&J-IND,60,20131028,180000,15569.1900000,15569.1900000,15540.7700000,15556.1000000,0
D&J-IND,60,20131028,190000,15556.0300000,15577.4900000,15534.9900000,15535.7100000,0
D&J-IND,60,20131028,200000,15535.8300000,15565.8600000,15534.6900000,15561.6400000,0
D&J-IND,60,20131028,210000,15561.7000000,15590.4600000,15561.7000000,15588.9900000,0
D&J-IND,60,20131028,220000,15588.9600000,15594.5800000,15586.1600000,15589.5100000,0
D&J-IND,60,20131028,230000,15589.5000000,15598.4300000,15582.5700000,15590.3800000,0
D&J-IND,60,20131029,000000,15590.3900000,15590.4500000,15552.7700000,15570.2800000,0
D&J-IND,60,20131029,010000,15570.3500000,15571.3100000,15568.9300000,15568.9300000,0
D&J-IND,60,20131029,030000,15568.9300000,15568.9300000,15568.9300000,15568.9300000,0
D&J-IND,60,20131029,100000,15568.9300000,15568.9300000,15568.9300000,15568.9300000,0
D&J-IND,60,20131029,180000,15572.2100000,15632.6800000,15572.2100000,15623.5800000,0
D&J-IND,60,20131029,190000,15623.4900000,15629.4500000,15598.9300000,15609.8300000,0
D&J-IND,60,20131029,200000,15609.8000000,15627.7200000,15609.3000000,15621.6800000,0
D&J-IND,60,20131029,210000,15621.7000000,15666.0100000,15621.6800000,15661.3400000,0
D&J-IND,60,20131029,220000,15661.3100000,15670.1500000,15654.3600000,15660.3900000,0
D&J-IND,60,20131029,230000,15660.4300000,15672.9500000,15659.7000000,15667.5600000,0
D&J-IND,60,20131030,000000,15667.5400000,15681.5600000,15654.0700000,15680.6600000,0
D&J-IND,60,20131030,010000,15680.6300000,15681.9100000,15680.3500000,15680.3500000,0
D&J-IND,60,20131030,030000,15680.3500000,15680.3500000,15680.3500000,15680.3500000,0
D&J-IND,60,20131030,100000,15680.3500000,15680.3500000,15680.3500000,15680.3500000,0
D&J-IND,60,20131030,180000,15680.7400000,15717.1900000,15680.7400000,15689.0200000,0
D&J-IND,60,20131030,190000,15689.0700000,15694.2300000,15674.2300000,15688.9400000,0
D&J-IND,60,20131030,200000,15689.0100000,15694.7700000,15651.3000000,15654.0200000,0
D&J-IND,60,20131030,210000,15654.0100000,15679.6500000,15651.9200000,15675.0600000,0
D&J-IND,60,20131030,220000,15675.1100000,15679.2100000,15647.9300000,15651.2500000,0
D&J-IND,60,20131030,230000,15651.3500000,15686.8800000,15576.0000000,15616.0200000,0
D&J-IND,60,20131031,000000,15615.9800000,15641.3200000,15610.6400000,15619.6400000,0
D&J-IND,60,20131031,010000,15619.5000000,15619.5000000,15616.8200000,15618.7600000,0
D&J-IND,60,20131031,030000,15618.7600000,15618.7600000,15618.7600000,15618.7600000,0
D&J-IND,60,20131031,100000,15618.7600000,15618.7600000,15618.7600000,15618.7600000,0
D&J-IND,60,20131031,180000,15619.9200000,15628.5200000,15579.3000000,15584.0600000,0
D&J-IND,60,20131031,190000,15584.0400000,15584.0400000,15547.6500000,15570.0100000,0
D&J-IND,60,20131031,200000,15569.8500000,15608.6400000,15562.2900000,15591.4800000,0
D&J-IND,60,20131031,210000,15591.6000000,15623.1500000,15591.2500000,15609.0300000,0
D&J-IND,60,20131031,220000,15608.9800000,15622.0500000,15606.9800000,15617.5600000,0
D&J-IND,60,20131031,230000,15617.5200000,15650.6100000,15614.5700000,15628.3900000,0
D&J-IND,60,20131101,000000,15628.2200000,15628.2200000,15565.3800000,15565.3800000,0
D&J-IND,60,20131101,010000,15565.0800000,15565.0800000,15545.7500000,15545.7500000,0
D&J-IND,60,20131101,030000,15545.7500000,15545.7500000,15545.7500000,15545.7500000,0
D&J-IND,60,20131101,100000,15545.7500000,15545.7500000,15545.7500000,15545.7500000,0
D&J-IND,60,20131101,180000,15558.0100000,15629.4900000,15558.0100000,15629.2000000,0
D&J-IND,60,20131101,190000,15629.2100000,15645.2800000,15582.6600000,15615.3900000,0
D&J-IND,60,20131101,200000,15615.3400000,15615.3400000,15550.8200000,15550.8200000,0
D&J-IND,60,20131101,210000,15550.4600000,15576.2900000,15545.9000000,15570.9700000,0
D&J-IND,60,20131101,220000,15570.8800000,15600.1000000,15551.2100000,15597.0800000,0
D&J-IND,60,20131101,230000,15597.0900000,15604.5900000,15589.8400000,15597.1000000,0
D&J-IND,60,20131102,000000,15596.9700000,15633.4500000,15590.3500000,15621.4900000,0
D&J-IND,60,20131102,010000,15621.4600000,15621.4600000,15614.0800000,15615.5500000,0
D&J-IND,60,20131102,030000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131102,100000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131103,030000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131103,110000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131104,030000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131104,100000,15615.5500000,15615.5500000,15615.5500000,15615.5500000,0
D&J-IND,60,20131104,190000,15621.2000000,15658.6400000,15621.2000000,15639.6600000,0
D&J-IND,60,20131104,200000,15639.8700000,15644.6300000,15607.7100000,15607.7100000,0
D&J-IND,60,20131104,210000,15607.5400000,15608.6800000,15590.2300000,15603.5000000,0
D&J-IND,60,20131104,220000,15603.5100000,15614.9000000,15600.2200000,15609.0300000,0
D&J-IND,60,20131104,230000,15608.9500000,15624.0000000,15602.7600000,15624.0000000,0
D&J-IND,60,20131105,000000,15624.0100000,15638.4900000,15623.7500000,15630.0000000,0
D&J-IND,60,20131105,010000,15629.9700000,15644.0300000,15614.8000000,15641.7400000,0
D&J-IND,60,20131105,020000,15641.4600000,15641.4600000,15639.1200000,15639.1200000,0
D&J-IND,60,20131105,030000,15639.1200000,15639.1200000,15639.1200000,15639.1200000,0
D&J-IND,60,20131105,100000,15639.1200000,15639.1200000,15639.1200000,15639.1200000,0
D&J-IND,60,20131105,190000,15631.2200000,15631.2200000,15536.6600000,15544.9000000,0
D&J-IND,60,20131105,200000,15544.8400000,15603.5100000,15525.6200000,15597.3600000,0
D&J-IND,60,20131105,210000,15597.3200000,15621.7500000,15597.1400000,15621.7300000,0
D&J-IND,60,20131105,220000,15621.7500000,15643.6200000,15617.7600000,15629.4200000,0
D&J-IND,60,20131105,230000,15629.4200000,15642.4900000,15617.8600000,15617.8600000,0
D&J-IND,60,20131106,000000,15617.8200000,15650.6900000,15616.9600000,15634.8400000,0
D&J-IND,60,20131106,010000,15634.8300000,15645.8100000,15619.7600000,15620.0900000,0
D&J-IND,60,20131106,020000,15620.1400000,15620.2500000,15617.1400000,15618.2200000,0
D&J-IND,60,20131106,030000,15618.2200000,15618.2200000,15618.2200000,15618.2200000,0
D&J-IND,60,20131106,100000,15618.2200000,15618.2200000,15618.2200000,15618.2200000,0
D&J-IND,60,20131106,190000,15628.7200000,15726.6500000,15628.7200000,15721.0100000,0
D&J-IND,60,20131106,200000,15721.0700000,15731.7200000,15690.3200000,15698.9600000,0
D&J-IND,60,20131106,210000,15699.0300000,15717.7100000,15681.4400000,15702.5900000,0
D&J-IND,60,20131106,220000,15702.4200000,15725.2300000,15699.5200000,15717.5600000,0
D&J-IND,60,20131106,230000,15717.5300000,15732.9700000,15715.4200000,15729.1800000,0
D&J-IND,60,20131107,000000,15729.2300000,15739.7800000,15721.4700000,15736.2400000,0
D&J-IND,60,20131107,010000,15736.2800000,15744.7900000,15723.7600000,15742.0700000,0
D&J-IND,60,20131107,020000,15742.2000000,15746.8800000,15742.2000000,15746.8800000,0
D&J-IND,60,20131107,030000,15746.8800000,15746.8800000,15746.8800000,15746.8800000,0
D&J-IND,60,20131107,100000,15746.8800000,15746.8800000,15746.8800000,15746.8800000,0
D&J-IND,60,20131107,160000,15746.8800000,15746.8800000,15746.8800000,15746.8800000,0
D&J-IND,60,20131107,190000,15751.3100000,15794.6300000,15751.3100000,15773.4300000,0
D&J-IND,60,20131107,200000,15773.4100000,15776.3400000,15702.5000000,15719.3600000,0
D&J-IND,60,20131107,210000,15719.2000000,15721.1100000,15665.6000000,15715.9000000,0
D&J-IND,60,20131107,220000,15715.9200000,15733.6700000,15703.0500000,15703.9300000,0
D&J-IND,60,20131107,230000,15703.7700000,15703.9500000,15654.8700000,15660.8200000,0
D&J-IND,60,20131108,000000,15660.7800000,15660.7800000,15612.8400000,15645.4000000,0
D&J-IND,60,20131108,010000,15645.3600000,15645.8500000,15591.5400000,15597.8200000,0
D&J-IND,60,20131108,020000,15597.8700000,15598.2400000,15593.9500000,15593.9800000,0
D&J-IND,60,20131108,030000,15593.9800000,15593.9800000,15593.9800000,15593.9800000,0
D&J-IND,60,20131108,100000,15593.9800000,15593.9800000,15593.9800000,15593.9800000,0
D&J-IND,60,20131108,130000,15593.9800000,15593.9800000,15593.9800000,15593.9800000,0
D&J-IND,60,20131108,140000,15593.9800000,15593.9800000,15593.9800000,15593.9800000,0
D&J-IND,60,20131108,170000,15593.9800000,15593.9800000,15593.9800000,15593.9800000,0
D&J-IND,60,20131108,190000,15591.5400000,15629.2300000,15587.3900000,15587.7100000,0
D&J-IND,60,20131108,200000,15587.7100000,15690.6100000,15587.7000000,15682.7200000,0
D&J-IND,60,20131108,210000,15682.8000000,15685.8700000,15663.9100000,15671.3700000,0
D&J-IND,60,20131108,220000,15671.2800000,15689.2400000,15670.1600000,15681.4900000,0
D&J-IND,60,20131108,230000,15681.5300000,15700.2000000,15672.3800000,15700.2000000,0
D&J-IND,60,20131109,000000,15691.7500000,15704.7800000,15691.7400000,15703.0100000,0
D&J-IND,60,20131109,010000,15703.0200000,15756.1800000,15685.3600000,15756.1800000,0
D&J-IND,60,20131109,020000,15756.6000000,15761.7800000,15756.6000000,15761.7800000,0
D&J-IND,60,20131109,030000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131109,100000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131110,030000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131110,060000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131110,100000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131111,030000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131111,100000,15761.7800000,15761.7800000,15761.7800000,15761.7800000,0
D&J-IND,60,20131111,190000,15759.2800000,15789.0900000,15739.0700000,15780.5000000,0
D&J-IND,60,20131111,200000,15780.3500000,15790.1100000,15769.4300000,15787.1500000,0
D&J-IND,60,20131111,210000,15787.1500000,15787.4100000,15773.9200000,15782.0400000,0
D&J-IND,60,20131111,220000,15782.0200000,15783.9400000,15771.0900000,15778.2400000,0
D&J-IND,60,20131111,230000,15778.2200000,15785.4000000,15773.5400000,15775.3300000,0
D&J-IND,60,20131112,000000,15775.3300000,15779.0800000,15771.6600000,15779.0000000,0
D&J-IND,60,20131112,010000,15778.9900000,15783.0500000,15773.3400000,15780.6700000,0
D&J-IND,60,20131112,020000,15780.6900000,15783.1200000,15780.6900000,15783.1000000,0
D&J-IND,60,20131112,030000,15783.1000000,15783.1000000,15783.1000000,15783.1000000,0
D&J-IND,60,20131112,100000,15783.1000000,15783.1000000,15783.1000000,15783.1000000,0
D&J-IND,60,20131112,190000,15773.1500000,15790.4100000,15749.0000000,15781.2700000,0
D&J-IND,60,20131112,200000,15781.2100000,15791.7100000,15754.7100000,15754.8500000,0
D&J-IND,60,20131112,210000,15754.9200000,15768.2900000,15722.5400000,15735.0000000,0
D&J-IND,60,20131112,220000,15734.9500000,15738.6400000,15715.7100000,15736.7300000,0
D&J-IND,60,20131112,230000,15736.7200000,15744.7500000,15709.4800000,15721.8900000,0
D&J-IND,60,20131113,000000,15721.8400000,15755.3800000,15719.9800000,15755.3800000,0
D&J-IND,60,20131113,010000,15755.4300000,15762.4600000,15733.6000000,15753.4400000,0
D&J-IND,60,20131113,020000,15753.5100000,15753.5100000,15750.5800000,15750.6700000,0
D&J-IND,60,20131113,030000,15750.6700000,15750.6700000,15750.6700000,15750.6700000,0
D&J-IND,60,20131113,100000,15750.6700000,15750.6700000,15750.6700000,15750.6700000,0
D&J-IND,60,20131113,190000,15739.5000000,15739.5000000,15675.0800000,15702.8800000,0
D&J-IND,60,20131113,200000,15702.8600000,15708.9000000,15673.2900000,15701.4800000,0
D&J-IND,60,20131113,210000,15701.4800000,15703.6900000,15686.5200000,15702.8900000,0
D&J-IND,60,20131113,220000,15702.9200000,15752.9800000,15697.5000000,15750.5200000,0
D&J-IND,60,20131113,230000,15750.4900000,15782.9300000,15738.5800000,15774.1200000,0
D&J-IND,60,20131114,000000,15774.1100000,15775.7700000,15759.0200000,15762.8500000,0
D&J-IND,60,20131114,010000,15762.8200000,15821.3000000,15762.1300000,15819.6000000,0
D&J-IND,60,20131114,020000,15819.6100000,15821.6300000,15819.1300000,15821.6300000,0
D&J-IND,60,20131114,030000,15821.6300000,15821.6300000,15821.6300000,15821.6300000,0
D&J-IND,60,20131114,100000,15821.6300000,15821.6300000,15821.6300000,15821.6300000,0
D&J-IND,60,20131114,190000,15806.2200000,15838.0900000,15805.8800000,15815.4800000,0
D&J-IND,60,20131114,200000,15815.5700000,15856.3700000,15800.8400000,15848.2600000,0
D&J-IND,60,20131114,210000,15848.3700000,15878.8200000,15844.1400000,15852.0000000,0
D&J-IND,60,20131114,220000,15851.8700000,15864.6400000,15847.0100000,15849.3000000,0
D&J-IND,60,20131114,230000,15849.2500000,15871.8100000,15849.2500000,15868.0700000,0
