days,<TIME>,<OPEN>
1659,15,17089.61
1659,16,17095.72
1660,1,17100.18
1660,9,17100.18
1660,20,17100.18
1661,1,17100.18
1661,20,17100.18
1662,1,17100.18
1662,9,17095.11
1662,10,17039.42
1662,11,16989.45
1662,12,17036.6
1662,13,17025.21
1662,14,17067.9
1662,15,17063.37
1662,16,17051.87
1663,1,17051.73
1663,9,17054.97
1663,10,17105.28
1663,11,17115.16
1663,12,17122.66
1663,13,17110.7
1663,14,17121.36
1663,15,17110.77
1663,16,17118.1
1664,1,17113.54
1664,9,17117.01
1664,10,17081.78
1664,11,17104.22
1664,12,17099.7
1664,13,17079.63
1664,14,17098.0
1664,15,17089.39
1664,16,17088.57
1665,1,17086.63
1665,9,17092.02
1665,10,17101.08
1665,11,17094.67
1665,12,17100.4
1665,13,17088.31
1665,14,17088.39
1665,15,17070.25
1665,16,17086.72
1666,1,17083.8
1666,9,17079.5
1666,10,16978.7
1666,11,16946.77
1666,12,16946.53
1666,13,16962.05
1666,14,16933.73
1666,15,16952.94
1666,16,16954.62
1667,1,16960.57
1668,1,16960.57
1669,1,16960.57
1669,9,16956.91
1669,10,16915.21
1669,11,16907.31
1669,12,16933.59
1669,13,16942.14
1669,14,16988.93
1669,15,16986.43
1669,16,16982.11
1670,1,16982.59
1670,9,16984.33
1670,10,17031.47
1670,11,17025.48
1670,12,16982.39
1670,13,17014.6
1670,14,17000.82
1670,15,16964.08
1670,16,16924.63
1671,1,16912.11
1671,9,16920.11
1671,10,16916.73
1671,11,16851.4
1671,12,16820.69
1671,13,16864.25
1671,14,16853.83
1671,15,16874.6
1671,16,16882.44
1672,1,16880.36
1672,9,16869.63
1672,10,16747.66
1672,11,16693.79
1672,12,16676.63
1672,13,16671.67
1672,14,16656.03
1672,15,16609.46
1672,16,16573.07
1673,1,16563.3
1673,9,16561.7
1673,10,16557.74
1673,11,16530.19
1673,12,16446.37
1673,13,16473.61
1673,14,16532.53
1673,15,16525.65
1673,16,16494.47
1674,1,16493.37
1675,1,16493.37
1676,1,16493.37
1676,9,16493.72
1676,10,16509.53
1676,11,16451.32
1676,12,16485.01
1676,13,16502.73
1676,14,16520.72
1676,15,16563.49
1676,16,16574.11
1676,23,16569.28
1677,1,16569.28
1677,9,16559.97
1677,10,16499.96
1677,11,16502.86
1677,12,16494.61
1677,13,16490.23
1677,14,16418.56
1677,15,16413.19
1677,16,16433.23
1678,1,16429.47
1678,9,16425.1
1678,10,16408.15
1678,11,16476.01
1678,12,16479.62
1678,13,16457.72
1678,14,16428.52
1678,15,16444.9
1678,16,16442.65
1678,21,16443.34
1679,1,16443.34
1679,9,16448.29
1679,10,16493.7
1679,11,16440.79
1679,12,16400.2
1679,13,16377.93
1679,14,16410.9
1679,15,16365.11
1679,16,16370.35
1680,1,16368.27
1680,9,16369.68
1680,10,16391.2
1680,11,16416.76
1680,12,16452.0
1680,13,16434.35
1680,14,16521.18
1680,15,16510.32
1680,16,16552.33
1681,1,16553.93
1682,1,16553.93
1682,4,16553.93
1683,1,16553.93
1683,9,16557.27
1683,10,16606.24
1683,11,16598.6
1683,12,16612.97
1683,13,16606.88
1683,14,16577.03
1683,15,16578.16
1683,16,16570.55
1684,1,16569.98
1684,9,16565.55
1684,10,16571.33
1684,11,16551.83
1684,12,16534.97
1684,13,16562.89
1684,14,16551.95
1684,15,16539.98
1684,16,16564.54
1685,1,16560.54
1685,9,16567.54
1685,10,16588.76
1685,11,16611.98
1685,12,16653.61
1685,13,16653.13
1685,14,16651.78
1685,15,16644.58
1685,16,16647.38
1686,1,16651.8
1686,9,16657.32
1686,10,16669.78
1686,11,16670.68
1686,12,16692.92
1686,13,16692.6
1686,14,16693.81
1686,15,16700.58
1686,16,16712.24
1687,1,16713.58
1687,9,16717.01
1687,10,16759.22
1687,11,16655.37
1687,12,16599.82
1687,13,16627.05
1687,14,16606.15
1687,15,16655.02
1687,16,16665.78
1688,1,16662.91
1689,17,16662.91
1690,1,16662.91
1690,9,16664.45
1690,10,16793.2
1690,11,16820.41
1690,12,16823.58
1690,13,16833.9
1690,14,16831.92
1690,15,16828.81
1690,16,16835.62
1691,1,16838.74
1691,9,16839.06
1691,10,16891.83
1691,11,16907.3
1691,12,16906.29
1691,13,16915.06
1691,14,16913.58
1691,15,16924.13
1691,16,16916.83
1692,1,16919.59
1692,9,16910.03
1692,10,16919.1
1692,11,16946.04
1692,12,16951.69
1692,13,16950.62
1692,14,16957.56
1692,15,16980.68
1692,16,16978.9
1693,1,16979.13
1693,9,16983.88
1693,10,17025.17
1693,11,17056.53
1693,12,17045.09
1693,13,17046.24
1693,14,17056.5
1693,15,17070.4
1693,16,17039.8
1694,1,17039.49
1694,9,17038.27
1694,10,17029.75
1694,11,16994.51
1694,12,17015.72
1694,13,17028.48
1694,14,17023.88
1694,15,17011.32
1694,16,17001.77
1695,1,17001.22
1696,1,17001.22
1697,1,17001.22
1697,9,17011.81
1697,10,17097.43
1697,11,17118.06
1697,12,17112.62
1697,13,17083.29
1697,14,17089.67
1697,15,17086.05
1697,16,17080.59
1698,1,17076.87
1698,9,17079.57
1698,10,17120.55
1698,11,17145.91
1698,12,17133.05
1698,13,17126.16
1698,14,17126.56
1698,15,17131.81
1698,16,17108.14
1699,1,17106.7
1699,9,17111.03
1699,10,17099.44
1699,11,17112.54
1699,12,17119.88
1699,13,17117.76
1699,14,17121.66
1699,15,17100.17
1699,16,17118.51
1700,1,17122.01
1700,9,17119.06
1700,10,17055.91
1700,11,17067.54
1700,12,17066.8
1700,13,17090.32
1700,14,17091.51
1700,15,17078.77
1700,16,17080.49
1701,1,17079.57
1701,9,17083.42
1701,10,17069.46
1701,11,17057.66
1701,12,17096.38
1701,13,17084.27
1701,14,17070.39
1701,15,17067.98
1701,16,17095.84
1702,1,17098.45
1702,20,17098.45
1703,1,17098.45
1704,1,17098.45
1705,1,17098.45
1705,9,17097.42
1705,10,17060.92
1705,11,17106.81
1705,12,17055.27
1705,13,17027.29
1705,14,17030.11
1705,15,17054.69
1705,16,17064.44
1706,1,17067.56
1706,9,17067.24
1706,10,17144.25
1706,11,17127.01
1706,12,17091.61
1706,13,17109.38
1706,14,17103.42
1706,15,17071.85
1706,16,17079.53
1707,1,17078.28
1707,9,17084.38
1707,10,17139.88
1707,11,17143.09
1707,12,17125.32
1707,13,17114.6
1707,14,17106.58
1707,15,17068.84
1707,16,17067.4
1708,1,17069.58
1708,9,17065.89
1708,10,17058.2
1708,11,17031.86
1708,12,17075.58
1708,13,17104.55
1708,14,17103.83
1708,15,17111.21
1708,16,17131.07
1709,1,17137.36
1709,20,17137.36
1710,1,17137.36
1711,1,17137.36
1711,9,17131.71
1711,10,17121.18
1711,11,17115.18
1711,12,17118.2
1711,13,17124.63
1711,14,17086.76
1711,15,17098.94
1711,16,17109.74
1712,1,17111.42
1712,9,17110.39
1712,10,17022.49
1712,11,17035.74
1712,12,17048.69
1712,13,17035.92
1712,14,17078.75
1712,15,17035.24
1712,16,17014.13
1713,1,17013.87
1713,5,17013.87
1713,9,17016.05
1713,10,16989.81
1713,11,16978.93
1713,12,17021.93
1713,13,17029.73
1713,14,17067.45
1713,15,17050.72
1713,16,17067.23
1714,1,17068.71
1714,7,17068.71
1714,9,17057.41
1714,10,17032.07
1714,11,17004.62
1714,12,17034.09
1714,13,17032.26
1714,14,17016.61
1714,15,17032.34
1714,16,17049.07
1715,1,17049.0
1715,9,17044.05
1715,10,16997.06
1715,11,17034.4
1715,12,17000.96
1715,13,16980.17
1715,14,16956.83
1715,15,16952.75
1715,16,16986.47
1716,1,16987.51
1716,20,16987.51
1717,1,16987.51
1718,1,16987.51
1718,9,16988.76
1718,10,16966.99
1718,11,17001.45
1718,12,16998.4
1718,13,17005.99
1718,14,17002.96
1718,15,17035.77
1718,16,17028.16
1719,1,17031.14
1719,9,17027.16
1719,10,17033.29
1719,11,17024.17
1719,12,17116.07
1719,13,17131.33
1719,14,17154.14
1719,15,17151.98
1719,16,17133.27
1720,1,17131.97
1720,9,17131.01
1720,10,17165.8
1720,11,17149.03
1720,12,17148.18
1720,13,17138.17
1720,14,17159.76
1720,15,17183.5
1720,16,17155.71
1721,1,17156.85
1721,9,17163.73
1721,10,17219.4
1721,11,17238.81
1721,12,17240.97
1721,13,17251.93
1721,14,17250.09
1721,15,17247.52
1721,16,17266.56
1722,1,17265.99
1722,9,17267.21
1722,10,17331.19
1722,11,17317.94
1722,12,17300.74
1722,13,17289.04
1722,14,17288.02
1722,15,17308.95
1722,16,17286.49
1723,1,17279.74
1724,1,17279.74
1725,1,17279.74
1725,9,17271.71
1725,10,17253.03
1725,11,17217.61
1725,12,17201.12
1725,13,17203.26
1725,14,17193.45
1725,15,17169.33
1725,16,17175.72
1726,1,17172.68
1726,9,17165.91
1726,10,17151.99
1726,11,17131.82
1726,12,17141.34
1726,13,17101.76
1726,14,17077.72
1726,15,17076.8
1726,16,17064.45
1727,1,17055.87
1727,9,17056.64
1727,10,17062.28
1727,11,17075.26
1727,12,17147.38
1727,13,17143.21
1727,14,17178.9
1727,15,17213.08
1727,16,17212.84
1728,1,17210.06
1728,9,17204.86
1728,10,17097.53
1728,11,17020.74
1728,12,16988.1
1728,13,16966.93
1728,14,16953.89
1728,15,16976.15
1728,16,16963.25
1729,1,16945.8
1729,9,16948.62
1729,10,17001.82
1729,11,17021.4
1729,12,17004.75
1729,13,17018.95
1729,14,17047.37
1729,15,17127.8
1729,16,17115.12
1730,1,17113.15
1731,1,17113.15
1732,1,17113.15
1732,9,17107.69
1732,10,16986.63
1732,11,17030.35
1732,12,17072.65
1732,13,17033.91
1732,14,17050.15
1732,15,17048.45
1732,16,17070.3
1733,1,17071.22
1733,9,17070.45
1733,10,17049.4
1733,11,17106.14
1733,12,17113.0
1733,13,17071.65
1733,14,17035.34
1733,15,17055.63
1733,16,17050.35
1734,1,17042.9
1734,2,17042.9
1734,3,17042.9
1734,9,17040.46
1734,10,16931.73
1734,11,16903.29
1734,12,16871.51
1734,13,16835.48
1734,14,16792.64
1734,15,16801.55
1734,16,16812.93
1735,1,16804.71
1735,9,16808.27
1735,10,16798.33
1735,11,16737.11
1735,12,16713.62
1735,13,16758.94
1735,14,16784.44
1735,15,16841.39
1735,16,16806.6
1736,1,16801.05
1736,9,16802.2
1736,10,16945.7
1736,11,16928.9
1736,12,16943.12
1736,13,17004.2
1736,14,16994.76
1736,15,17013.22
1736,16,17012.44
1737,1,17009.69
1738,1,17009.69
1739,1,17009.69
1739,9,17071.41
1739,10,17085.03
1739,11,17022.88
1739,12,16973.76
1739,13,16936.04
1739,14,16987.58
1739,15,17008.45
1739,16,16995.92
1740,1,16991.91
1740,7,16991.91
1740,9,16988.25
1740,10,16859.79
1740,11,16881.42
1740,12,16863.35
1740,13,16856.9
1740,14,16867.22
1740,15,16806.59
1740,16,16725.86
1741,1,16719.39
1741,9,16718.65
1741,10,16715.17
1741,11,16679.41
1741,12,16745.94
1741,13,16741.96
1741,14,16799.58
1741,15,16909.19
1741,16,16992.35
1742,1,16994.22
1742,9,16989.37
1742,10,16896.19
1742,11,16878.63
1742,12,16766.58
1742,13,16739.81
1742,14,16715.75
1742,15,16669.58
1742,16,16670.73
1743,1,16659.25
1743,9,16654.88
1743,10,16721.12
1743,11,16671.81
1743,12,16659.28
1743,13,16711.86
1743,14,16694.02
1743,15,16639.59
1743,16,16554.18
1744,1,16544.1
1746,1,16544.1
1746,9,16535.43
1746,10,16536.06
1746,11,16515.89
1746,12,16527.53
1746,13,16566.12
1746,14,16526.21
1746,15,16500.61
1746,16,16318.03
1747,1,16321.07
1747,9,16321.9
1747,10,16350.88
1747,11,16394.98
1747,12,16440.28
1747,13,16423.4
1747,14,16401.85
1747,15,16348.21
1747,16,16321.41
1748,1,16315.19
1748,9,16313.3
1748,10,16146.5
1748,11,16111.43
1748,12,16069.63
1748,13,15953.74
1748,14,15918.29
1748,15,16033.47
1748,16,16150.63
1749,2,16141.74
1749,9,16137.14
1749,10,16059.07
1749,11,16073.95
1749,12,16077.32
1749,13,16140.14
1749,14,16135.96
1749,15,16093.09
1749,16,16104.52
1750,1,16117.24
1750,9,16118.39
1750,10,16293.19
1750,11,16354.54
1750,12,16407.12
1750,13,16403.39
1750,14,16348.1
1750,15,16341.1
1750,16,16382.41
1751,1,16380.41
1751,20,16380.41
1752,1,16380.41
1753,1,16380.41
1753,9,16373.15
1753,10,16304.3
1753,11,16330.4
1753,12,16347.18
1753,13,16318.04
1753,14,16355.86
1753,15,16369.42
1753,16,16393.68
1754,1,16399.67
1754,9,16406.03
1754,10,16466.64
1754,11,16493.16
1754,12,16563.72
1754,13,16549.04
1754,14,16582.17
1754,15,16577.7
1754,16,16608.58
1755,1,16614.81
1755,9,16615.26
1755,10,16636.73
1755,11,16613.87
1755,12,16624.83
1755,13,16561.05
1755,14,16511.35
1755,15,16533.69
1755,16,16462.2
1756,1,16461.32
1756,9,16468.07
1756,10,16651.09
1756,11,16719.85
1756,12,16704.79
1756,13,16698.35
1756,14,16723.46
1756,15,16710.92
1756,16,16671.34
1757,1,16677.9
1757,9,16677.04
1757,10,16697.57
1757,11,16725.16
1757,12,16764.22
1757,13,16756.53
1757,14,16764.88
1757,15,16786.59
1757,16,16808.99
1758,1,16805.41
1759,1,16805.41
1760,1,16805.41
1760,8,16796.1
1760,9,16746.77
1760,10,16800.0
1760,11,16775.46
1760,12,16781.35
1760,13,16794.42
1760,14,16791.55
1760,15,16818.79
1761,1,16817.94
1761,8,16825.19
1761,9,16875.85
1761,10,16859.62
1761,11,16864.65
1761,12,16882.42
1761,13,16916.8
1761,14,16937.46
1761,15,16999.38
1762,1,17005.75
1762,8,17005.07
1762,9,17061.59
1762,10,17002.17
1762,11,17014.94
1762,12,16991.2
1762,13,16986.85
1762,14,16951.62
1762,15,16970.06
1763,1,16974.31
1763,8,16968.14
1763,9,17039.5
1763,10,17090.27
1763,11,17125.89
1763,12,17127.86
1763,13,17206.94
1763,14,17154.72
1763,15,17195.82
1764,1,17195.42
1764,7,17195.42
1764,8,17212.89
1764,9,17334.83
1764,10,17377.01
1764,11,17361.5
1764,12,17374.87
1764,13,17348.18
1764,14,17349.37
1764,15,17385.62
1765,1,17390.52
1766,1,17390.52
1767,1,17390.52
1767,9,17395.27
1767,10,17365.49
1767,11,17371.33
1767,12,17363.97
1767,13,17395.02
1767,14,17395.9
1767,15,17366.29
1767,16,17366.18
1768,1,17366.24
1768,9,17368.81
1768,10,17370.67
1768,11,17300.17
1768,12,17315.07
1768,13,17371.63
1768,14,17393.97
1768,15,17388.89
1768,16,17382.94
1769,1,17383.84
1769,9,17385.76
1769,10,17431.9
1769,11,17441.68
1769,12,17462.63
1769,13,17475.19
1769,14,17442.02
1769,15,17466.65
1769,16,17481.75
1770,1,17484.53
1770,9,17491.66
1770,10,17497.36
1770,11,17508.98
1770,12,17520.51
1770,13,17533.37
1770,14,17541.66
1770,15,17543.16
1770,16,17550.61
1771,1,17554.47
1771,9,17558.58
1771,10,17515.35
1771,11,17545.72
1771,12,17550.91
1771,13,17561.28
1771,14,17564.71
1771,15,17541.62
1771,16,17563.66
1772,1,17573.93
1773,1,17573.93
1774,1,17573.93
1774,9,17568.98
1774,10,17558.69
1774,11,17600.57
1774,12,17601.14
1774,13,17597.95
1774,14,17584.56
1774,15,17613.32
1774,16,17608.76
1775,1,17613.74
1775,9,17615.64
1775,10,17596.94
1775,11,17627.29
1775,12,17619.82
1775,13,17601.45
1775,14,17600.85
1775,15,17597.19
1775,16,17610.38
1776,1,17614.9
1776,2,17614.9
1776,9,17604.75
1776,10,17558.54
1776,11,17557.74
1776,12,17603.33
1776,13,17606.91
1776,14,17599.24
1776,15,17593.52
1776,16,17617.74
1777,1,17612.2
1777,9,17618.69
1777,10,17668.1
1777,11,17694.45
1777,12,17648.87
1777,13,17644.42
1777,14,17619.0
1777,15,17630.05
1777,16,17640.13
1778,1,17652.79
1778,9,17653.11
1778,10,17644.13
1778,11,17650.3
1778,12,17635.96
1778,13,17633.91
1778,14,17622.53
1778,15,17617.84
1778,16,17631.4
1779,1,17634.74
1779,20,17634.74
1780,1,17634.74
1781,1,17634.74
1781,9,17631.85
1781,10,17620.07
1781,11,17641.96
1781,12,17623.29
1781,13,17653.05
1781,14,17659.63
1781,15,17652.95
1781,16,17650.05
1782,1,17647.75
1782,9,17643.09
1782,10,17687.21
1782,11,17684.41
1782,12,17689.7
1782,13,17692.7
1782,14,17701.48
1782,15,17718.19
1782,16,17695.31
1783,1,17687.82
1783,2,17687.82
1783,9,17685.51
1783,10,17657.39
1783,11,17635.75
1783,12,17670.5
1783,13,17676.72
1783,14,17671.99
1783,15,17662.75
1783,16,17683.57
1784,1,17685.73
1784,9,17677.32
1784,10,17629.44
1784,11,17679.06
1784,12,17691.45
1784,13,17696.84
1784,14,17701.19
1784,15,17697.05
1784,16,17713.83
1785,1,17719.0
1785,9,17721.02
1785,10,17878.7
1785,11,17852.24
1785,12,17833.52
1785,13,17794.33
1785,14,17798.29
1785,15,17792.9
1785,16,17801.58
1786,1,17810.06
1786,20,17810.06
1787,1,17810.06
1788,1,17810.06
1788,9,17812.63
1788,10,17822.02
1788,11,17827.79
1788,12,17810.76
1788,13,17795.23
1788,14,17807.84
1788,15,17801.15
1788,16,17817.54
1789,1,17817.9
1789,9,17818.28
1789,10,17823.47
1789,11,17802.83
1789,12,17828.1
1789,13,17837.7
1789,14,17843.37
1789,15,17831.96
1789,16,17825.78
1790,1,17814.94
1790,9,17812.25
1790,10,17812.76
1790,11,17805.44
1790,12,17798.93
1790,13,17801.48
1790,14,17811.8
1790,15,17802.74
1790,16,17832.15
1791,1,17827.75
1792,1,17827.75
1792,9,17830.55
1792,10,17873.91
1792,11,17871.76
1792,12,17882.33
1792,13,17818.75
1793,1,17828.24
1794,1,17828.24
1795,1,17828.24
1795,9,17827.27
1795,10,17728.95
1795,11,17763.06
1795,12,17775.17
1795,13,17806.49
1795,14,17808.09
1795,15,17787.47
1795,16,17787.24
1796,1,17776.8
1796,9,17778.85
1796,10,17814.34
1796,11,17835.88
1796,12,17844.92
1796,13,17840.54
