Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-01-09,10:00:00,11606.89,11606.89,11542.71,11546.27,14543308,0
2017-01-09,11:00:00,11546.27,11563.61,11530.84,11563.51,8662373,0
2017-01-09,12:00:00,11564.84,11566,11544.45,11545.93,5966511,0
2017-01-09,13:00:00,11545.92,11546.69,11522.35,11533.95,5145646,0
2017-01-09,14:00:00,11534.03,11551.17,11531.39,11548.65,4196175,0
2017-01-09,15:00:00,11548.69,11554.86,11523.96,11535,5450627,0
2017-01-09,16:00:00,11535,11547.11,11531.41,11541.54,6634196,0
2017-01-09,17:00:00,11541.49,11558.85,11529.98,11557.84,7595674,0
2017-01-09,18:00:00,11557.72,11569.82,11552.61,11563.99,22968576,0
2017-01-10,10:00:00,11583.24,11606.95,11544.99,11545.34,16501831,0
2017-01-10,11:00:00,11545.67,11569.87,11545.09,11561.07,8544539,0
2017-01-10,12:00:00,11562.53,11593.4,11556.5,11587.41,7500108,0
2017-01-10,13:00:00,11587.41,11590.4,11574.21,11576.86,5010541,0
2017-01-10,14:00:00,11576.83,11592.85,11576.74,11585.33,4393167,0
2017-01-10,15:00:00,11585.33,11586.06,11572.35,11582.6,4859098,0
2017-01-10,16:00:00,11582.7,11584.87,11560.96,11569.08,6995722,0
2017-01-10,17:00:00,11569.63,11589.61,11565.98,11582.77,8125368,0
2017-01-10,18:00:00,11582.77,11593.15,11582.55,11583.3,26808522,0
2017-01-11,10:00:00,11587.32,11594.53,11529.04,11536.92,13857463,0
2017-01-11,11:00:00,11536.8,11612.43,11524.99,11606.81,12119017,0
2017-01-11,12:00:00,11606.87,11626.32,11605.95,11617.72,10164706,0
2017-01-11,13:00:00,11617.75,11622.46,11611.38,11621.3,6483350,0
2017-01-11,14:00:00,11621.04,11627.27,11601.2,11610.08,5142903,0
2017-01-11,15:00:00,11610.18,11621.36,11602.45,11605.75,5758629,0
2017-01-11,16:00:00,11605.75,11671.48,11605.27,11667.6,8250948,0
2017-01-11,17:00:00,11667.94,11688.63,11658.45,11676.76,10597208,0
2017-01-11,18:00:00,11676.64,11686.01,11634.99,11646.17,27971424,0
2017-01-12,10:00:00,11597.73,11606.43,11565.95,11570.39,16132338,0
2017-01-12,11:00:00,11570.39,11588.43,11565.04,11577.82,8395511,0
2017-01-12,12:00:00,11577.95,11604.08,11577.38,11591.6,6664251,0
2017-01-12,13:00:00,11591.35,11601.53,11584.71,11591.46,5005816,0
2017-01-12,14:00:00,11591.72,11592.15,11566.74,11585.21,5250359,0
2017-01-12,15:00:00,11585.26,11585.83,11574.56,11576.81,5297311,0
2017-01-12,16:00:00,11576.81,11583.35,11548.16,11558.57,9542195,0
2017-01-12,17:00:00,11559.74,11559.85,11516.04,11519.68,14214462,0
2017-01-12,18:00:00,11519.68,11533.58,11491.87,11521.04,31093865,0
2017-01-13,10:00:00,11576.78,11583.14,11557.99,11571.3,11222639,0
2017-01-13,11:00:00,11571.41,11579.39,11554.45,11579.3,8093847,0
2017-01-13,12:00:00,11579.3,11591.24,11569.43,11588.34,6594424,0
2017-01-13,13:00:00,11588.92,11591.21,11578.55,11585.2,5936169,0
2017-01-13,14:00:00,11584.16,11599.4,11584.16,11596.02,5753759,0
2017-01-13,15:00:00,11595.93,11599.97,11581.41,11591,5073861,0
2017-01-13,16:00:00,11591.53,11631.01,11587.37,11622.72,9797686,0
2017-01-13,17:00:00,11624.19,11635.55,11604.09,11612.73,8839566,0
2017-01-13,18:00:00,11612.7,11629.35,11603.58,11629.18,21296932,0
2017-01-16,10:00:00,11537.45,11576.51,11535.96,11555.97,12490969,0
2017-01-16,11:00:00,11555.73,11572.37,11543.41,11564.32,6652162,0
2017-01-16,12:00:00,11564.32,11568,11556.3,11558.94,4514947,0
2017-01-16,13:00:00,11558.82,11560.73,11540.64,11548.36,3732760,0
2017-01-16,14:00:00,11548.38,11566.05,11547.02,11563.26,3204253,0
2017-01-16,15:00:00,11563.64,11568.51,11559.14,11562.17,3602372,0
2017-01-16,16:00:00,11562.17,11565.89,11556.45,11557.39,4712371,0
2017-01-16,17:00:00,11557.39,11577.3,11557.22,11571.17,5555887,0
2017-01-16,18:00:00,11571.17,11572.62,11553.72,11554.71,17445815,0
2017-01-17,10:00:00,11521.5,11523.85,11465.56,11485.72,12108858,0
2017-01-17,11:00:00,11485.59,11490.61,11470.31,11471.21,7213524,0
2017-01-17,12:00:00,11471.1,11476.36,11444.24,11453.47,6672593,0
2017-01-17,13:00:00,11453.47,11474.29,11425.14,11461.18,7318283,0
2017-01-17,14:00:00,11461.41,11583.43,11460.93,11575.09,9231573,0
2017-01-17,15:00:00,11574.96,11575.03,11531.04,11546.81,7111853,0
2017-01-17,16:00:00,11546.3,11557.82,11532.53,11545.7,7884813,0
2017-01-17,17:00:00,11544.48,11573.92,11539.47,11570.38,10486546,0
2017-01-17,18:00:00,11570.38,11573.82,11540,11540,19213199,0
2017-01-18,10:00:00,11592.12,11595.09,11547.41,11559.63,14181630,0
2017-01-18,11:00:00,11559.72,11567.55,11553.23,11555.86,7104264,0
2017-01-18,12:00:00,11555.86,11563.12,11536.21,11556.87,7330890,0
2017-01-18,13:00:00,11556.85,11558.1,11535.31,11535.31,4144497,0
2017-01-18,14:00:00,11535.12,11564.79,11529.76,11564.79,4880757,0
2017-01-18,15:00:00,11564.57,11576.96,11559.1,11566.45,4707046,0
2017-01-18,16:00:00,11566.38,11579.58,11553.73,11575.96,7197228,0
2017-01-18,17:00:00,11574.76,11582.27,11567.99,11574.71,7729919,0
2017-01-18,18:00:00,11574.71,11599.39,11574.51,11599.39,25031887,0
2017-01-19,10:00:00,11624.11,11624.3,11586.5,11591.56,12310914,0
2017-01-19,11:00:00,11591.57,11601.66,11581.31,11584.99,6868136,0
2017-01-19,12:00:00,11584.94,11590.38,11580.06,11582.97,4886819,0
2017-01-19,13:00:00,11582.85,11603.04,11582.82,11589.13,4893139,0
2017-01-19,14:00:00,11589.13,11596.05,11580.52,11583.74,6381929,0
2017-01-19,15:00:00,11583.74,11628.05,11582.74,11612.37,9306781,0
2017-01-19,16:00:00,11612.33,11644.88,11606,11640.94,11368502,0
2017-01-19,17:00:00,11641,11641,11595.8,11599.34,11705463,0
2017-01-19,18:00:00,11599.3,11599.52,11583.08,11596.89,24167296,0
2017-01-20,10:00:00,11568.9,11616.79,11547.04,11607.17,13051452,0
2017-01-20,11:00:00,11606.89,11607.49,11587.72,11594.11,10385532,0
2017-01-20,12:00:00,11594.14,11636.79,11592.7,11616.06,25059934,0
2017-01-20,13:00:00,11614.35,11620.71,11587.3,11587.3,6404406,0
2017-01-20,14:00:00,11584.61,11614.76,11584.61,11614.27,12110052,0
2017-01-20,15:00:00,11614.39,11614.47,11601.89,11607.64,6080090,0
2017-01-20,16:00:00,11607.61,11628.96,11606.34,11626.92,7364878,0
2017-01-20,17:00:00,11626.24,11634.94,11611.42,11614.92,5667105,0
2017-01-20,18:00:00,11614.92,11630.18,11614.82,11630.13,28704264,0
2017-01-23,10:00:00,11545.97,11545.97,11508.83,11534.72,12819199,0
2017-01-23,11:00:00,11534.56,11599.95,11527.23,11588.65,7592819,0
2017-01-23,12:00:00,11586.76,11587.13,11570.69,11584.45,4950907,0
2017-01-23,13:00:00,11584.45,11595.01,11577.71,11577.71,4706693,0
2017-01-23,14:00:00,11576.7,11605.29,11573.44,11586.83,5313029,0
2017-01-23,15:00:00,11586.83,11598.42,11571.49,11583.14,5366478,0
2017-01-23,16:00:00,11583.25,11594.62,11574.41,11578.97,6924390,0
2017-01-23,17:00:00,11579.1,11584.8,11516.05,11520.9,11098134,0
2017-01-23,18:00:00,11518.44,11551.42,11517.87,11545.75,21539204,0
2017-01-24,10:00:00,11556.6,11572.79,11538.05,11540.9,12186432,0
2017-01-24,11:00:00,11541.25,11583.36,11540.34,11575.4,7883755,0
2017-01-24,12:00:00,11575.46,11585.31,11569.93,11575.69,6585466,0
2017-01-24,13:00:00,11575.77,11580.96,11562.79,11562.79,6115669,0
2017-01-24,14:00:00,11562.5,11573.06,11561.94,11565.52,4260335,0
2017-01-24,15:00:00,11565.73,11574.62,11561.3,11573.68,4228713,0
2017-01-24,16:00:00,11573.61,11578.96,11566.82,11572.26,6676856,0
2017-01-24,17:00:00,11571.77,11585.02,11561.65,11575.53,8902672,0
2017-01-24,18:00:00,11575.53,11596.18,11574.1,11594.94,24841479,0
2017-01-25,10:00:00,11677.63,11755.4,11669.3,11745.62,24588151,0
2017-01-25,11:00:00,11745.62,11749.77,11721.06,11724.14,11153998,0
2017-01-25,12:00:00,11724.14,11750.88,11721.7,11746.91,7735968,0
2017-01-25,13:00:00,11746.91,11754.81,11738.45,11753.3,5453430,0
2017-01-25,14:00:00,11752.67,11778.2,11752.67,11778.2,6134691,0
2017-01-25,15:00:00,11778.2,11789.72,11766.23,11787.2,9276514,0
2017-01-25,16:00:00,11787.32,11804.29,11787.32,11800.13,12485244,0
2017-01-25,17:00:00,11807.63,11819.71,11800.82,11813.22,14527387,0
2017-01-25,18:00:00,11812.9,11827.73,11799.64,11806.05,31856296,0
2017-01-26,10:00:00,11867.91,11893.08,11851.05,11861.31,17836303,0
2017-01-26,11:00:00,11861.31,11878.46,11857.21,11876.24,8414087,0
2017-01-26,12:00:00,11878.04,11880.31,11855.19,11866.5,7430130,0
2017-01-26,13:00:00,11866.56,11868.68,11854.03,11864.91,5509223,0
2017-01-26,14:00:00,11866.19,11869.87,11848.23,11850.01,6219381,0
2017-01-26,15:00:00,11850.47,11858.4,11839.95,11851.64,5838444,0
2017-01-26,16:00:00,11851.59,11855.39,11829.73,11841.15,9171785,0
2017-01-26,17:00:00,11842.66,11852.56,11819.76,11826.41,9648366,0
2017-01-26,18:00:00,11826.65,11848.63,11825.44,11848.63,23427936,0
2017-01-27,10:00:00,11841.72,11844.68,11819.96,11829.71,11788021,0
2017-01-27,11:00:00,11829.59,11830.21,11804.71,11810.11,8293154,0
2017-01-27,12:00:00,11810.11,11822.91,11805.33,11813.91,6827261,0
2017-01-27,13:00:00,11813.63,11825.08,11813.37,11815.41,5315288,0
2017-01-27,14:00:00,11815.41,11833.11,11814.91,11831.83,5791529,0
2017-01-27,15:00:00,11831.3,11832.54,11816.04,11822.85,4805734,0
2017-01-27,16:00:00,11822.85,11824.34,11808.78,11810.79,5461891,0
2017-01-27,17:00:00,11811.47,11815.98,11802.3,11803.8,6939115,0
2017-01-27,18:00:00,11803.84,11814.27,11798.26,11814.27,18195344,0
2017-01-30,10:00:00,11786.31,11792.33,11725.73,11730.92,12136422,0
2017-01-30,11:00:00,11730.71,11750.81,11714.26,11722.88,7386327,0
2017-01-30,12:00:00,11722.88,11729.08,11717.67,11722.93,3882194,0
2017-01-30,13:00:00,11722.93,11732.08,11717.6,11723.72,3601000,0
2017-01-30,14:00:00,11723.72,11735.86,11722.32,11727.91,3694834,0
2017-01-30,15:00:00,11727.39,11738.13,11715.32,11730.29,5250467,0
2017-01-30,16:00:00,11730.19,11732.28,11663.71,11688.72,8288553,0
2017-01-30,17:00:00,11689.54,11695.13,11667.05,11683.5,6542390,0
2017-01-30,18:00:00,11675.83,11691.06,11668.92,11681.89,26847934,0
2017-01-31,10:00:00,11692.53,11716.64,11669.43,11712.76,11172208,0
2017-01-31,11:00:00,11712.76,11733.16,11701.81,11720.16,7751176,0
2017-01-31,12:00:00,11720.16,11723.35,11682.48,11703.92,6983672,0
2017-01-31,13:00:00,11705.01,11710.46,11686.78,11691.79,4552140,0
2017-01-31,14:00:00,11691.76,11699.21,11675.27,11684.56,5740549,0
2017-01-31,15:00:00,11684.66,11704.35,11684.59,11695.75,4508319,0
2017-01-31,16:00:00,11695.75,11698,11643.7,11646.89,6475215,0
2017-01-31,17:00:00,11648.14,11648.14,11580.68,11580.82,15920415,0
2017-01-31,18:00:00,11580.46,11592.97,11535.31,11535.31,37322744,0
2017-02-01,10:00:00,11646.42,11660.45,11622.6,11632.98,15464689,0
2017-02-01,11:00:00,11632.49,11649.71,11629.91,11649.07,6616422,0
2017-02-01,12:00:00,11649.08,11657.66,11643.11,11645.98,6619269,0
2017-02-01,13:00:00,11645.98,11657.11,11640.72,11641.72,5100049,0
2017-02-01,14:00:00,11642.37,11657.33,11642.21,11655.56,5047981,0
2017-02-01,15:00:00,11655.56,11690.9,11653.93,11687.08,7158907,0
2017-02-01,16:00:00,11687.08,11723.39,11685.62,11701.72,9022661,0
2017-02-01,17:00:00,11701.78,11711.72,11644.42,11650.21,11477109,0
2017-02-01,18:00:00,11652.01,11666.09,11645.98,11659.5,30912099,0
2017-02-02,10:00:00,11628.28,11652.14,11603.65,11616.41,22533300,0
2017-02-02,11:00:00,11616.85,11628.95,11613.94,11622.05,11213386,0
2017-02-02,12:00:00,11621.68,11638.16,11609.53,11636.99,8900228,0
2017-02-02,13:00:00,11636.99,11658.83,11633.93,11643.35,4997327,0
2017-02-02,14:00:00,11643.72,11675.98,11639.66,11654.71,5193187,0
2017-02-02,15:00:00,11654.71,11657.06,11616.18,11622.56,6366212,0
2017-02-02,16:00:00,11622.75,11633.76,11612.36,11631.95,7667054,0
2017-02-02,17:00:00,11628.35,11649.77,11622.38,11649.37,9027431,0
2017-02-02,18:00:00,11649.34,11652.23,11626.78,11627.95,24734803,0
2017-02-03,10:00:00,11636.23,11675.45,11629.44,11663.09,14036333,0
2017-02-03,11:00:00,11663.2,11664.23,11633.32,11643.24,7887225,0
2017-02-03,12:00:00,11642.74,11649.67,11640.33,11643.79,5259078,0
2017-02-03,13:00:00,11643.96,11663.93,11640.82,11658.3,3993780,0
2017-02-03,14:00:00,11658.3,11663.45,11644.91,11654.47,3812638,0
2017-02-03,15:00:00,11654.49,11696.94,11651.61,11678.69,7756220,0
2017-02-03,16:00:00,11679.02,11679.57,11632.96,11638.55,8158211,0
2017-02-03,17:00:00,11639.05,11650.86,11632.36,11644.49,6820335,0
2017-02-03,18:00:00,11651.14,11673.36,11651.14,11651.49,24941530,0
2017-02-06,10:00:00,11628.03,11629.97,11569.68,11587.62,13097982,0
2017-02-06,11:00:00,11587.6,11679.91,11587.34,11652.04,9227509,0
2017-02-06,12:00:00,11652.04,11661.19,11647.47,11653.44,5632184,0
2017-02-06,13:00:00,11653.08,11660.83,11594.24,11605.63,6147694,0
2017-02-06,14:00:00,11605.63,11611.51,11559.29,11559.39,5506652,0
2017-02-06,15:00:00,11559.39,11567.56,11518.57,11538.22,9314318,0
2017-02-06,16:00:00,11538.22,11564.26,11537.65,11559.22,10220483,0
2017-02-06,17:00:00,11558.87,11562.08,11511.35,11513.09,11102854,0
2017-02-06,18:00:00,11512.39,11530.9,11509.58,11509.84,25003019,0
2017-02-07,10:00:00,11498.49,11538.16,11483.83,11534.8,11800406,0
2017-02-07,11:00:00,11534.83,11558.23,11534.83,11556.07,7050861,0
2017-02-07,12:00:00,11556.13,11568.42,11541.72,11547.23,4514512,0
2017-02-07,13:00:00,11548.87,11597.33,11548.18,11587.15,5173320,0
2017-02-07,14:00:00,11587.15,11587.15,11567.16,11572.58,4076215,0
2017-02-07,15:00:00,11572.58,11580.65,11563.67,11573.31,3659031,0
2017-02-07,16:00:00,11573.31,11604.96,11572.14,11596.54,6044515,0
2017-02-07,17:00:00,11596.39,11606.26,11566.09,11568.01,6526342,0
2017-02-07,18:00:00,11567.53,11577.9,11540.46,11549.44,23400305,0
2017-02-08,10:00:00,11546.93,11575.95,11536.09,11545.62,12070310,0
2017-02-08,11:00:00,11545.64,11591.26,11536.66,11589.7,6827293,0
2017-02-08,12:00:00,11589.35,11589.35,11558.5,11566.39,5180373,0
2017-02-08,13:00:00,11566.42,11578.24,11548.24,11553.08,5237725,0
2017-02-08,14:00:00,11553.45,11566.43,11537.88,11538.71,7174568,0
2017-02-08,15:00:00,11538.64,11543.14,11517.2,11518.31,7575094,0
2017-02-08,16:00:00,11518.31,11518.36,11479.78,11484.51,11919985,0
2017-02-08,17:00:00,11500.51,11530.07,11494.09,11526.32,15122155,0
2017-02-08,18:00:00,11530.29,11553.42,11527.19,11543.38,27157296,0
2017-02-09,10:00:00,11584.4,11625.82,11551.36,11571.18,22621285,0
2017-02-09,11:00:00,11571,11582.75,11553.94,11558,11493655,0
2017-02-09,12:00:00,11558,11576.08,11548.75,11570.93,7952153,0
2017-02-09,13:00:00,11570.99,11638.9,11570.99,11618.05,10646483,0
2017-02-09,14:00:00,11618.05,11630.66,11596.98,11611.93,6410442,0
2017-02-09,15:00:00,11611.74,11612.83,11577.75,11587.58,6228403,0
2017-02-09,16:00:00,11587.6,11619.93,11583.23,11619.36,7445491,0
2017-02-09,17:00:00,11617.73,11633.93,11603.63,11625.3,7000174,0
2017-02-09,18:00:00,11637.89,11657.24,11629.9,11642.86,30285198,0
2017-02-10,10:00:00,11698.7,11711.55,11681.98,11687.1,14749568,0
2017-02-10,11:00:00,11687.33,11706.88,11670.77,11694.7,8943792,0
2017-02-10,12:00:00,11694.7,11698.39,11653.43,11653.99,7248649,0
2017-02-10,13:00:00,11654.13,11669.92,11650.06,11663.55,4714902,0
2017-02-10,14:00:00,11663.54,11683.4,11663.54,11680.03,5630437,0
2017-02-10,15:00:00,11680.01,11681.77,11655.09,11656.8,4243032,0
2017-02-10,16:00:00,11656.83,11671.94,11656.72,11664.12,5531742,0
2017-02-10,17:00:00,11660.47,11669.49,11645.13,11667.57,7407599,0
2017-02-10,18:00:00,11667.64,11672.21,11662.33,11666.97,20753112,0
2017-02-13,10:00:00,11697.99,11718.15,11684.91,11712.3,9795326,0
2017-02-13,11:00:00,11712.17,11743.31,11709.88,11734.48,6899516,0
2017-02-13,12:00:00,11734.78,11739.95,11721.03,11732.15,5287967,0
2017-02-13,13:00:00,11732.2,11765.21,11731.95,11763.42,6379037,0
2017-02-13,14:00:00,11763.17,11775.84,11762.68,11771.2,4963790,0
2017-02-13,15:00:00,11771.2,11798.67,11770.85,11794.07,5159272,0
2017-02-13,16:00:00,11792.99,11812.69,11789.68,11796.11,9901327,0
2017-02-13,17:00:00,11795.52,11807.82,11783.3,11794.92,7939622,0
2017-02-13,18:00:00,11794.92,11795.03,11774.43,11774.43,22705455,0
2017-02-14,10:00:00,11766.99,11778.83,11753.23,11773.34,11331855,0
2017-02-14,11:00:00,11773.34,11778.93,11760.8,11775.46,6106620,0
2017-02-14,12:00:00,11775.46,11783.01,11762.59,11781.65,4875363,0
2017-02-14,13:00:00,11782.42,11787.82,11765.67,11781.4,4396024,0
2017-02-14,14:00:00,11781.4,11781.48,11765.57,11770.99,3856530,0
2017-02-14,15:00:00,11770.91,11779.67,11759.66,11765.6,4526106,0
2017-02-14,16:00:00,11766.62,11768.82,11758.43,11768.82,5765245,0
2017-02-14,17:00:00,11769.37,11780.3,11752.68,11774.05,11435011,0
2017-02-14,18:00:00,11774.05,11777.98,11759.95,11771.81,20358534,0
2017-02-15,10:00:00,11834.48,11848.04,11812.37,11841.91,16510213,0
2017-02-15,11:00:00,11841.68,11841.68,11816.98,11817.92,9842878,0
2017-02-15,12:00:00,11817.64,11822.29,11791.69,11795.21,6305046,0
2017-02-15,13:00:00,11795.3,11804.78,11793.58,11796.52,6523313,0
2017-02-15,14:00:00,11796.96,11801.69,11779.02,11782.02,5434858,0
2017-02-15,15:00:00,11781.95,11791.81,11738.15,11745.69,6594554,0
2017-02-15,16:00:00,11745.69,11777.4,11725.38,11771.66,7576832,0
2017-02-15,17:00:00,11771.66,11807.17,11761.28,11800.19,8972763,0
2017-02-15,18:00:00,11800.07,11805.86,11794.66,11799.35,21115637,0
2017-02-16,10:00:00,11778.99,11814.7,11766.59,11770.07,12877410,0
2017-02-16,11:00:00,11769.96,11777.48,11753.75,11776.37,6420154,0
2017-02-16,12:00:00,11776.73,11777.04,11757.29,11769.84,4566356,0
2017-02-16,13:00:00,11769.84,11778.61,11748.02,11755.53,3932283,0
2017-02-16,14:00:00,11755.84,11769.53,11752.97,11759.5,3906918,0
2017-02-16,15:00:00,11759.5,11770.85,11747.12,11768.13,4344350,0
2017-02-16,16:00:00,11768.13,11771.53,11740.72,11748.84,5567867,0
2017-02-16,17:00:00,11748.84,11766.55,11732.27,11744.94,8421981,0
2017-02-16,18:00:00,11744.94,11757.24,11728.38,11757.24,26389822,0
2017-02-17,10:00:00,11759.57,11775.4,11730.74,11739.48,11127920,0
2017-02-17,11:00:00,11739.6,11741.25,11693.7,11714.63,10004771,0
2017-02-17,12:00:00,11714.61,11716.2,11693.76,11711.15,8202952,0
2017-02-17,13:00:00,11710.43,11754.63,11699.72,11726.43,6683762,0
2017-02-17,14:00:00,11726.39,11737.94,11703.66,11711.17,11997025,0
2017-02-17,15:00:00,11711.17,11714.06,11697.17,11705.35,5532425,0
2017-02-17,16:00:00,11705.44,11736.3,11701.08,11734.61,6499022,0
2017-02-17,17:00:00,11734.61,11749.89,11728.62,11740.49,6845300,0
2017-02-17,18:00:00,11740.49,11757.02,11729.09,11757.02,25776554,0
2017-02-20,10:00:00,11838.26,11839.49,11816.51,11831.19,12926131,0
2017-02-20,11:00:00,11831.22,11841.06,11812.66,11824.36,5994762,0
2017-02-20,12:00:00,11824.36,11830.48,11822.4,11823.91,3677746,0
2017-02-20,13:00:00,11823.93,11823.93,11813.73,11817.42,3151375,0
2017-02-20,14:00:00,11817.42,11820.96,11804.72,11818.8,3327208,0
2017-02-20,15:00:00,11818.8,11826.05,11817.13,11824.47,2522252,0
2017-02-20,16:00:00,11824.47,11831.65,11814.96,11820.41,3650019,0
2017-02-20,17:00:00,11820.41,11831.71,11818,11827.94,3849413,0
2017-02-20,18:00:00,11827.94,11836.33,11825.68,11827.62,17285985,0
2017-02-21,10:00:00,11821.9,11861.59,11799.33,11846.5,8808727,0
2017-02-21,11:00:00,11846.63,11888.92,11846.63,11878.78,7830744,0
2017-02-21,12:00:00,11878.78,11888.19,11868.28,11883.54,5101289,0
2017-02-21,13:00:00,11883.54,11891.21,11881.19,11883.26,4108300,0
2017-02-21,14:00:00,11884.33,11902.41,11884.33,11895.72,4917557,0
2017-02-21,15:00:00,11896.03,11896.6,11885.67,11894.83,4608774,0
2017-02-21,16:00:00,11894.83,11954.08,11892.45,11940.75,7955800,0
2017-02-21,17:00:00,11949.86,11986.07,11947.44,11986.01,10819901,0
2017-02-21,18:00:00,11980.59,11983.95,11960.68,11967.49,23678920,0
2017-02-22,10:00:00,11991.11,12031.11,11987.55,11997.61,16832650,0
2017-02-22,11:00:00,11997.53,12010.49,11986.93,11992.48,10267245,0
2017-02-22,12:00:00,11993.6,11994.71,11969.62,11981.72,7398247,0
2017-02-22,13:00:00,11981.42,11998.27,11967.33,11967.33,6114605,0
2017-02-22,14:00:00,11966.38,11982.92,11966.38,11972.43,4636350,0
2017-02-22,15:00:00,11972.44,11983.89,11966.02,11976.02,5672084,0
2017-02-22,16:00:00,11976.02,11994.14,11968.38,11985.31,8152716,0
2017-02-22,17:00:00,11985.44,12018.25,11974.92,12003.07,10003618,0
2017-02-22,18:00:00,11996.96,12001.37,11985.15,11998.59,25632567,0
2017-02-23,10:00:00,11994.06,12012.6,11982.1,11995.44,12194550,0
2017-02-23,11:00:00,11995.41,12015.98,11994.59,12010.87,6837655,0
2017-02-23,12:00:00,12010.87,12010.98,11988.98,11990.19,4703134,0
2017-02-23,13:00:00,11989.91,11995.82,11982.92,11992.82,3243822,0
2017-02-23,14:00:00,11993.27,11998.42,11972.72,11977.54,3900630,0
2017-02-23,15:00:00,11977.56,11985.77,11975.83,11984.39,4604681,0
